1,1,2,2,2,2,1,1,1,1,6,1,2,2,2,2,2,2,1,1,5,5,33,22,34,2,7,2,2,7,2,2,
1,1,2,2,2,2,1,1,1,7,7,1,2,2,2,2,2,2,1,5,5,5,33,36,30,2,2,7,2,2,2,7,
1,1,2,5,5,2,1,1,1,6,1,1,1,1,1,1,5,5,5,5,5,18,35,34,2,1,7,1,2,2,1,1,
1,2,2,5,2,2,2,1,1,7,10,11,1,1,1,5,5,5,5,18,31,35,36,30,2,1,7,1,2,2,1,7,
1,2,5,5,2,2,2,1,10,11,12,13,1,1,5,5,5,18,31,35,36,32,30,5,5,1,7,7,1,1,7,7,
1,2,2,2,2,4,1,1,12,13,10,11,1,1,5,18,31,35,36,32,30,7,5,5,5,5,1,1,1,41,5,1,
1,1,1,1,1,1,1,1,1,7,12,13,18,31,31,36,32,32,30,10,11,7,5,5,5,5,5,1,1,18,31,31,
1,1,1,1,1,7,1,1,7,7,18,31,37,32,32,30,1,1,1,12,13,5,5,5,5,18,31,31,31,35,22,22,
1,1,7,1,1,7,1,18,31,31,35,22,34,1,1,1,1,7,1,1,7,5,18,31,31,37,32,32,32,32,32,40,
1,7,10,11,1,1,1,33,22,22,22,36,30,1,1,1,1,7,1,1,1,1,33,36,32,30,10,11,7,1,1,29,
1,7,12,13,18,31,31,37,32,32,32,30,7,1,1,1,1,1,1,1,1,7,33,34,10,11,12,13,1,7,1,1,
7,7,18,31,37,32,32,30,10,11,7,7,7,1,2,5,5,5,2,1,7,18,35,34,12,13,1,1,7,1,7,1,
31,31,37,32,30,5,7,7,12,13,7,1,1,1,2,2,5,2,2,1,7,33,22,34,7,1,7,1,1,1,1,1,
42,32,30,5,5,5,5,1,7,1,1,1,7,1,1,5,5,5,1,1,1,33,36,30,7,18,31,19,1,2,2,2,
17,7,7,5,5,5,1,1,1,1,1,7,7,1,5,5,5,5,5,1,1,33,34,7,1,33,22,34,1,1,2,2,
23,16,24,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,1,33,39,31,31,37,32,38,19,7,1,2,
1,1,17,11,7,5,5,7,7,7,4,1,1,7,1,5,5,5,5,1,7,33,22,22,36,30,2,33,39,31,19,1,
1,18,43,19,1,1,1,1,7,1,1,7,10,11,3,1,5,1,1,4,7,29,32,40,34,5,5,29,40,22,34,1,
1,33,22,34,1,1,1,1,1,1,10,11,12,13,1,1,1,1,10,11,1,7,2,29,30,5,5,5,29,40,36,16,
31,35,22,39,31,31,19,1,1,1,1,7,1,7,1,1,7,1,12,13,1,1,2,2,2,1,5,5,2,33,34,2,
40,22,22,22,22,22,34,1,1,1,1,1,1,1,7,1,1,1,7,1,1,7,2,1,1,1,5,5,18,37,30,2,
29,40,22,22,22,22,39,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,33,34,1,2,
1,33,22,22,22,22,22,39,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,35,34,1,2,
1,29,40,22,22,22,22,22,22,36,32,32,32,32,32,32,32,32,40,36,32,32,32,32,32,32,32,32,32,30,1,2,
1,1,33,22,22,22,22,22,22,34,7,1,1,7,1,2,2,2,33,34,1,1,1,7,1,1,1,1,1,1,1,2,
2,1,33,22,22,22,22,22,36,30,1,4,1,1,1,2,2,2,29,38,31,19,1,1,1,1,41,7,1,1,7,2,
2,2,29,40,22,22,22,36,30,1,1,1,7,1,1,5,5,5,2,29,42,30,7,1,7,1,1,1,1,1,1,2,
2,2,1,29,40,36,32,30,1,10,11,7,1,10,11,5,5,5,5,1,17,1,44,16,27,16,16,16,24,1,7,2,
5,5,2,1,33,34,7,7,1,12,13,1,1,12,13,5,5,5,5,1,17,1,1,1,17,2,2,2,17,1,7,2,
5,5,2,1,33,34,7,1,1,1,7,1,7,1,7,5,5,5,5,1,23,16,16,16,21,2,2,7,23,16,24,2,
5,5,2,1,33,34,1,2,2,2,2,2,1,1,1,1,5,5,5,1,1,1,1,1,1,7,1,7,2,2,17,2,
5,2,2,1,33,34,1,2,2,2,2,2,2,1,1,1,1,5,5,1,5,5,5,5,5,1,7,7,2,2,17,1
