12,13,10,11,12,13,1,1,1,1,7,1,2,2,7,2,7,1,7,7,1,7,17,7,1,7,7,2,2,7,2,2,
12,13,12,13,12,13,1,7,1,7,7,7,2,2,2,2,1,41,1,7,7,1,17,7,7,1,7,2,2,2,2,7,
7,7,12,13,14,15,14,15,1,6,1,1,1,7,1,7,1,10,11,7,1,18,34,7,10,11,7,2,14,15,2,2,
1,14,15,14,15,7,1,4,1,7,10,11,1,7,7,1,1,12,13,7,18,36,30,7,12,13,7,2,2,2,2,2,
5,5,5,7,44,16,27,16,16,16,16,16,24,1,1,1,18,31,31,31,37,30,7,1,1,1,7,7,1,1,2,2,
5,5,5,1,1,14,17,1,1,10,11,1,17,14,15,1,33,22,36,32,30,7,1,1,7,1,1,1,14,15,2,2,
5,5,5,1,1,1,17,1,7,1,1,7,17,1,14,15,33,32,30,10,11,7,1,10,11,1,7,4,1,1,2,2,
5,5,5,1,1,7,17,1,7,7,1,1,23,16,16,16,21,1,1,12,13,1,1,12,13,1,7,1,1,10,11,2,
5,5,7,1,1,7,17,1,1,1,14,15,5,10,11,5,5,7,1,7,7,10,11,1,1,1,7,1,1,12,13,2,
1,7,10,11,1,1,23,16,16,24,14,15,5,10,11,5,5,7,1,7,7,10,11,1,1,1,7,1,1,12,13,2,
1,7,12,13,1,1,7,1,1,17,14,15,5,12,13,5,5,7,1,10,11,12,13,7,1,1,7,1,7,7,2,2,
16,16,16,24,7,7,1,7,1,17,7,1,5,5,5,5,5,2,2,2,7,14,15,1,12,13,1,1,7,1,2,2,
7,1,1,17,1,10,11,1,1,23,16,24,5,5,5,5,5,2,2,2,7,14,15,1,7,1,7,1,1,1,2,2,
1,7,1,17,7,1,1,1,7,1,1,17,7,7,2,2,2,2,2,2,1,1,1,1,7,1,1,1,5,7,5,5,
14,15,1,23,16,16,16,16,16,16,16,21,7,1,7,2,7,2,2,2,14,15,1,7,1,1,7,1,7,5,5,5,
7,1,7,1,7,7,1,7,7,1,1,1,1,3,2,2,2,2,2,2,1,1,1,1,14,15,1,1,5,5,5,5,
1,7,1,7,7,1,7,7,7,7,1,1,1,1,2,2,2,2,2,2,7,1,1,7,1,1,7,1,5,5,5,5,
11,10,11,14,15,7,7,1,7,4,1,7,10,11,2,2,2,2,2,2,7,1,1,1,1,7,1,1,5,5,5,5,
15,12,13,14,15,10,11,7,7,1,10,11,12,13,7,1,7,1,10,11,10,11,1,1,1,1,1,1,5,5,5,5,
10,11,7,14,15,7,1,7,7,15,1,7,1,7,1,1,7,1,12,13,12,13,2,2,2,2,2,1,7,1,1,1,
12,13,7,7,7,1,7,14,5,5,5,10,11,1,7,1,1,7,10,11,10,11,2,2,7,2,2,1,1,7,1,1,
10,11,10,11,1,10,11,1,5,5,5,12,13,1,1,1,1,1,12,13,12,13,2,2,2,2,7,1,1,1,1,7,
7,13,7,7,7,7,1,7,5,5,5,1,1,7,1,1,1,7,10,11,10,11,2,2,2,2,2,1,1,7,1,1,
10,11,7,10,11,1,7,5,5,5,5,1,1,1,1,1,7,1,12,13,12,13,1,1,1,1,10,11,10,11,1,1,
11,10,11,1,14,15,5,5,5,5,5,7,1,18,31,31,31,31,31,19,7,1,1,7,1,7,12,13,12,13,1,1,
13,12,13,10,11,5,5,5,5,5,5,1,1,33,36,32,32,32,32,38,31,19,1,1,7,1,41,7,12,11,7,1,
2,2,2,12,13,5,5,5,5,5,5,1,7,33,34,7,1,7,1,29,42,30,7,1,7,1,7,1,12,13,1,2,
2,2,2,1,7,14,15,1,1,10,11,7,1,33,34,7,1,1,1,1,17,1,44,16,27,16,16,16,24,1,7,2,
5,5,2,7,10,11,7,7,1,12,13,1,1,33,34,1,1,14,15,1,17,1,1,1,17,7,2,2,17,1,7,2,
5,5,2,7,12,13,7,1,4,1,7,1,7,33,34,7,1,1,7,1,23,16,16,16,21,2,2,7,23,16,24,2,
5,5,2,10,11,10,11,2,2,2,2,2,2,33,34,7,1,1,1,1,14,15,1,7,1,7,1,7,2,7,17,2,
5,2,2,12,11,12,11,2,2,2,2,2,2,33,34,14,15,14,15,1,1,7,1,1,7,1,7,7,7,2,17,1
